"ccode","cname","year","ccodealp","ccodecow","p_durable","p_polity2","arch_exit_any","arch_exit_reg","arch_exit_irreg","regime_change","regime_change2","prevrc","democratization","gwf_duration","duration","banking","banking_start","currency","BFFS_currency","currency_start","default","default_start","default_ext","default_dom","anyfincrisis_duration","anyfincrisis_start","twin_cb","twin_bc","twincrisis","twin_cd","twin_dc","twincrisis2","triplecrisis","wr_regtype","wr_military","wr_personal","wr_party","wr_monarchy","gwf_regimetype","gwf_party","gwf_personal","gwf_military","gwf_monarch","gdppcgr","gdppcgr2","pwt_gdppcgr","mad_gdppcgr","vdem_index","wdi_gdpgr","wdi_gdppcgr","ers_ma","mi_ma","kaopen_ma","d_ers_ma","d_mi_ma","d_kaopen_ma2","d_kaopen_ma","ers","mi","kaopen","d_ers","d_mi","d_kaopen","ers_mi","d_ers_mi","mi_kaopen","d_mi_kaopen","ers_kaopen","d_ers_kaopen","ers_mi_ma","d_ers_mi_ma","mi_kaopen_ma","d_mi_kaopen_ma2","d_mi_kaopen_ma","ers_kaopen_ma","d_ers_kaopen_ma","ers_mi_dummy","mi_kaopen_dummy","ers_kaopen_dummy","latam","mideast","africa","asia","southeastasia","europe","exussr"
"12","Algeria","1963","DZA","615","1","-8","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","31.00799949","21.52227065","21.52227065","","0.20087991","34.31372877","31.00799949","1","","","0","","","","1","","","0","","","","","","","","","","","","","","","","","","","0","1","0","0","0","0","0"
"12","Algeria","1964","DZA","615","2","-8","0","0","0","0","0","1","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","2.15656","6.065803143","6.065803143","2.15656","0.194384928","5.839413012","3.163785742","1","","","0","","","","1","","","0","","","","","","","","","","","","","","","","","","","0","1","0","0","0","0","0"
"12","Algeria","1965","DZA","615","3","-9","1","0","1","0","0","1","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","3.53265","5.773007444","5.773007444","3.53265","0.150158412","6.206898209","3.42298358","1","","","0","","","","1","","","0","","","","","","","","","","","","","","","","","","","0","1","0","0","0","0","0"
"12","Algeria","1966","DZA","615","4","-9","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","-7.72952","-8.561072879","-8.561072879","-7.72952","0.087658412","-4.80497094","-7.396128865","1","","","0","","","","1","","","0","","","","","","","","","","","","","","","","","","","0","1","0","0","0","0","0"
"12","Algeria","1967","DZA","615","5","-9","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","5.73925","8.724722985","8.724722985","5.73925","0.087658412","9.452962559","6.388193678","1","","","0","","","","1","","","0","","","","","","","","","","","","","","","","","","","0","1","0","0","0","0","0"
"12","Algeria","1968","DZA","615","6","-9","0","0","0","0","0","0","0","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","8.40169","7.398381042","7.398381042","8.40169","0.087658412","10.79623858","7.650870675","1","","","0","","","","1","","","0","","","","","","","","","","","","","","","","","","","0","1","0","0","0","0","0"
"12","Algeria","1969","DZA","615","7","-9","0","0","0","0","0","0","0","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","6.47624","5.013176294","5.013176294","6.47624","0.087658412","8.433280276","5.366409003","1","","","0","","","","1","","","0","","","","","","","","","","","","","","","","","","","0","1","0","0","0","0","0"
"12","Algeria","1970","DZA","615","8","-9","0","0","0","0","0","0","0","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","6.82622","6.765273064","6.765273064","6.82622","0.087658412","8.862657113","5.82800707","1","","","0","","","","1","","0","0","","","","","","","0.48178394238805","","","","","","","","","","","","0","1","0","0","0","0","0"
"12","Algeria","1971","DZA","615","9","-9","0","0","0","0","0","0","0","9","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","-11.09567","-14.7163519","-14.7163519","-11.09567","0.088134018","-11.33171916","-13.76224333","1","","0.082404613494873","0","","","","1","","0.16480922698975","0","","0.164809227","","","","","0.402381503267","-0.079402439121047","","","","","","0.44208272282752","","","","","0","1","0","0","0","0","0"
"12","Algeria","1972","DZA","615","10","-9","0","0","0","0","0","0","0","10","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","17.512","22.59777663","22.59777663","17.512","0.088134018","27.42396948","23.96858623","0.76569479703903","","0.082404613494873","-0.23430520296097","","0","-0.0824046135","0.53138959407806","","0","-0.468610406","","-0.164809227","","","","","0.72495171336081","0.32257021009381","","","","","","0.56366660831391","0.12158388548638","","","","0","1","0","0","0","0","0"
"12","Algeria","1973","DZA","615","11","-9","0","0","0","0","0","0","0","11","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","0.28546","-1.058277853","-1.058277853","0.28546","0.088134018","3.813176298","1.006191061","0.54880625009537","","0","-0.21688854694366","","-0.082404613494873","-0.041202306747437","0.56622290611267","","0","0.034833312","","0","","","","","0.70687627428389","-0.018075439076922","","","","","","0.71591399382235","0.15224738550844","","","","0","1","0","0","0","0","0"
"12","Algeria","1974","DZA","615","12","-9","0","0","0","0","0","0","0","12","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","3.01235","-4.432426954","-4.432426954","3.01235","0.088134018","7.494917704","4.566004263","0.44760882854462","","0","-0.10119742155075","","0","0","0.32899475097656","0.5","0","-0.237228155","","0","0.39687219230202","","0.6954111023589","","0.82997691602686","0.12310064174298","","","","","","0.76842659515538","0.052512601333028","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","1975","DZA","615","13","-9","0","0","0","0","0","0","0","13","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","3.88977","1.995446877","1.995446877","3.88977","0.088134018","5.045341612","2.140973456","0.36582213640213","0.5","0","-0.081786692142487","","0","0","0.4026495218277","0.5","0","0.073654771","0","0","0.42482653756233","0.027954345260315","0.6954111023589","0","0.79175653887979","-0.038220377147074","0.41084936493217","","0.6954111023589","","","0.81086672745333","0.042440132297952","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","1976","DZA","615","14","-9","0","0","0","0","0","0","0","14","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","3.42141","3.260407315","3.260407315","3.42141","0.136282855","8.386756483","5.353116501","0.36480812728405","0.5","0","-0.0010140091180801","0","0","0","0.3269667327404","0.5","0","-0.075682789","0","0","0.39610249440855","-0.028724043153781","0.6954111023589","0","0.83102927992606","0.03927274104627","0.41046451598544","-0.00038484894673299","0.6954111023589","0","0","0.81139290940293","0.00052618194959786","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","1977","DZA","615","15","-9","0","0","0","0","0","0","0","15","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","5.76815","4.548066599","4.548066599","5.76815","0.206767364","5.258585985","2.283839112","0.37540513277054","0.5","0","0.010597005486488","0","0","0","0.42384353280067","0.5","0","0.0968768","0","0","0.43287034373189","0.036767849323336","0.6954111023589","0","0.78075870284981","-0.050270577076248","0.41448641907022","0.0040219030847772","0.6954111023589","0","0","0.80589399138794","-0.0054989180149892","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","1978","DZA","615","16","-9","1","1","0","0","0","0","0","16","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","9.42383","7.786316549","7.786316549","9.42383","0.206122698","9.2148357","6.083649538","0.35408444702625","0.5","0","-0.021320685744286","0","0","0","0.28432536125183","0.5","0","-0.139518172","0","0","0.37991872780131","-0.05295161593058","0.6954111023589","0","0.85315641821634","0.072397715366524","0.4063945357666","-0.0080918833036223","0.6954111023589","0","0","0.81695756053307","0.011063569145138","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","1979","DZA","615","17","-9","1","1","0","0","0","0","0","17","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","5.74833","8.766273608","8.766273608","5.74833","0.206106185","7.477826553","4.335946306","0.34869910776615","0.5","0","-0.0053853392601013","0","0","0","0.41307285428047","0.5","0","0.128747493","0","0","0.42878252616675","0.048863798365441","0.6954111023589","0","0.78634774196317","-0.06680867625317","0.40435062698403","-0.0020439087825697","0.6954111023589","0","0","0.81975208008975","0.0027945195566771","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","1980","DZA","615","18","-9","0","0","0","0","0","0","0","18","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","-1.26429","-5.824796974","-5.824796974","-1.26429","0.208059773","0.790606971","-2.216590422","0.39946398139","0.5","0","0.050764873623848","0","0","0","0.38585510849953","0.5","0","-0.027217746","0","0","0.41845251965154","-0.010330006515203","0.6954111023589","0","0.80047136894374","0.01412362698057","0.42361752290915","0.019266895925119","0.6954111023589","0","0","0.79340955545345","-0.0263425246363","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","1981","DZA","615","19","-9","0","0","0","0","0","0","0","19","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","-0.65625","-2.125627099","-2.125627099","-0.65625","0.208059773","2.99999609","-0.129429889","0.33470210433006","0.5","0","-0.064761877059937","0","0","0","0.2835491001606","0.5","0","-0.102306008","0","0","0.37962411184764","-0.038828407803905","0.6954111023589","0","0.85355922975629","0.053087860812555","0.39903831574959","-0.024579207159554","0.6954111023589","0","0","0.82701529935001","0.033605743896563","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","1982","DZA","615","20","-9","0","0","0","0","0","0","0","20","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","3.08217","4.376118384","4.376118384","3.08217","0.210109181","6.400004115","3.131662483","0.27365955710411","0.5","0","-0.061042547225952","0","0","0","0.26377001404762","0.5","0","-0.019779086","0","0","0.37211731499326","-0.0075067968543826","0.6954111023589","0","0.86382284366924","0.010263613912944","0.37587071342045","-0.023167602329144","0.6954111023589","0","0","0.85869103671276","0.031675737362749","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","1983","DZA","615","21","-9","0","0","0","0","0","0","0","21","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","1.88848","1.845106668","1.845106668","1.88848","0.212664065","5.400003025","2.159860825","0.32372692227364","0.5","0","0.050067365169525","0","0","0","0.38368383049965","0.5","0","0.119913816","0","0","0.41762845008805","0.045511135094792","0.6954111023589","0","0.80159807211704","-0.0622247715522","0.39487288254065","0.019002169120204","0.6954111023589","0","0","0.83271045789314","-0.025980578819628","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","1984","DZA","615","22","-9","0","0","0","0","0","0","0","22","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","2.27013","2.70211968","2.70211968","2.27013","0.215509036","5.59999653","2.389777148","0.35056035220623","0.5","0","0.026833429932594","0","0","0","0.31743687391281","0.5","0","-0.066246957","0","0","0.39248560766965","-0.025142842418402","0.6954111023589","0","0.83597444226028","0.034376370143248","0.40505702887885","0.010184146338195","0.6954111023589","0","0","0.81878625718866","-0.013924200704476","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","1985","DZA","615","23","-9","0","0","0","0","0","0","0","23","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","2.01517","0.134903598","0.134903598","2.01517","0.215060487","3.699997253","0.611635515","0.28946439921856","0.5","0","-0.061095952987671","0","0","0","0.26149192452431","0.5","0","-0.055944949","0","0","0.37125270703463","-0.021232900635017","0.6954111023589","0","0.8650049726712","0.029030530410912","0.38186915735214","-0.023187871526709","0.6954111023589","0","0","0.85048970746574","0.03170345027708","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","1986","DZA","615","24","-9","0","0","0","0","0","0","0","24","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","-3.78461","0.158028866","0.158028866","-3.78461","0.215060487","0.400001002","-2.517521593","0.26845145225525","0.5","0","-0.02101294696331","0","0","0","0.27541097998619","0.5","0","0.013919055","0","0","0.37653543451559","0.0052827274809583","0.6954111023589","0","0.85778220158472","-0.0072227710864704","0.37389407077511","-0.0079750865770295","0.6954111023589","0","0","0.86139358712796","0.010903879662221","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","1987","DZA","615","25","-9","0","0","0","0","0","0","0","25","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","-3.31327","-0.85102685","-0.85102685","-3.31327","0.216925825","-0.699997524","-3.509094622","0.33316226303577","0.5","0","0.064710810780525","0","0","0","0.39091354608536","0.5","0","0.115502566","0","0","0.42037235877558","0.043836924259995","0.6954111023589","0","0.79784648273377","-0.059935718850955","0.39845389664558","0.024559825870477","0.6954111023589","0","0","0.82781434215925","-0.033579244968712","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","1988","DZA","615","26","-9","0","0","0","0","0","0","0","26","26","0","0","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","-4.65859","-3.004272784","-3.004272784","-4.65859","0.217339267","-1.000005491","-3.711788477","0.42927569150925","0.5","0.082404613494873","0.096113428473473","0","0.082404613494873","0.12360692024744","0.46763783693314","0.5","0.16480922698975","0.076724291","0","0.164809227","0.44949168521469","0.029119326439104","0.63738588941002","-0.058025212948872","0.6786308543426","-0.11921562839117","0.43493202199513","0.03647812534955","0.66639849588446","-0.029012606474436","-0.043518909711654","0.73823866853818","-0.089575673621063","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","1989","DZA","615","0","-2","0","0","0","0","0","0","0","27","27","0","0","1","1","0","0","0","0","0","1","0","1","0","1","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","0.77586","0.271235386","0.271235386","0.77586","0.241862353","4.400002159","1.646423469","0.41243521869183","0.5","0.16480922698975","-0.016840472817421","0","0.082404613494873","0.041202306747437","0.35723260045052","0.5","0.16480922698975","-0.110405236","0","0","0.40758936085039","-0.041902324364292","0.63738588941002","0","0.73592150542488","0.057290651082281","0.42854052303254","-0.0063914989625941","0.63738588941002","-0.029012606474436","-0.014506303237218","0.70727617988374","-0.030962488654445","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","1990","DZA","615","1","-2","0","0","0","0","0","0","0","28","28","1","1","1","1","0","0","0","0","0","1","1","1","1","1","1","0","1","1","7","1","0","1","0","party-military","1","0","0","0","-3.90828","-0.56138588","-0.56138588","-3.90828","0.380846788","0.800000581","-1.746778045","0.28321222960949","0.50073873996735","0.16480922698975","-0.12922298908234","0.00073873996734619","0","0","0.20919185876846","0.50147747993469","0.16480922698975","-0.148040742","0.00147748","0","0.35037347173239","-0.057215889118004","0.63840043373609","0.0010145443260717","0.81274168848751","0.076820183062634","0.37898141629139","-0.049559106741148","0.63789316157306","0.00050727216303587","0.0007609082445538","0.7743315969562","0.067055417072458","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","1991","DZA","615","2","-2","0","0","0","0","0","0","0","29","29","1","0","1","1","0","1","0","1","0","1","0","1","1","1","1","1","1","1","7","1","0","1","0","party-military","1","0","0","0","-3.63129","-2.006010259","-2.006010259","-3.63129","0.400061465","-1.200000584","-3.58835422","0.14657651633024","0.50147747993469","0.16480922698975","-0.13663571327925","0.00073873996734619","0","0","0.083961173892021","0.50147747993469","0.16480922698975","-0.125230685","0","0","0.30284441473081","-0.047529057001577","0.63840043373609","0","0.87772544922771","0.064983760740197","0.3266089432316","-0.052372473059791","0.63840043373609","0.00050727216303587","0.00025363608151793","0.84523356885761","0.070901971901416","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","1992","DZA","615","0","-7","1","0","1","1","0","0","0","30","30","1","0","0","0","0","1","0","1","0","1","0","0","1","1","0","1","1","1","7","1","0","1","0","party-military","1","0","0","0","-0.9604","-1.259518725","-1.259518725","-0.9604","0.403933315","1.800002301","-0.546951308","0.16455879807472","0.50147747993469","0.16480922698975","0.01798228174448","0","0","0","0.24515642225742","0.50147747993469","0.16480922698975","0.161195248","0","0","0.36402317579486","0.061178761064046","0.63840043373609","0","0.79407922895375","-0.083646220273959","0.33343379526284","0.0068248520312342","0.63840043373609","0","0","0.83590233909073","-0.0093312297668809","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","1993","DZA","615","1","-7","0","0","0","0","1","1","0","1","1","1","0","0","0","0","1","0","1","0","1","0","0","1","1","0","1","1","1","2","1","0","0","0","military","0","0","1","0","-4.48593","-4.110137264","-4.110137264","-4.48593","0.189835351","-2.100000761","-4.231830854","0.33854045718908","0.57390639185905","0.16480922698975","0.17398165911436","0.072428911924362","0","0","0.43192449212074","0.64633530378342","0.16480922698975","0.18676807","0.144857824","0","0.33395337995575","-0.030069795839111","0.73787026735077","0.099469833614675","0.69716295337895","-0.096916275574799","0.3489882778753","0.015554482612467","0.68813535054343","0.049734916807337","0.074602375211006","0.74562109116635","-0.090281247924379","0","1","0","0","1","0","0","0","0","0"
"12","Algeria","1994","DZA","615","2","-7","1","1","0","0","0","1","0","2","2","1","0","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","2","1","0","0","0","military","0","0","1","0","-3.05545","-3.319187356","-3.319187356","-3.05545","0.195385762","-0.899996546","-2.912736748","0.26435295119882","0.68638589978218","0.16480922698975","-0.074187505990267","0.11247950792313","0","0","0.09678141027689","0.72643649578094","0.16480922698975","-0.335143082","0.080101192","0","0.15093174959784","-0.1830216303579","0.79287352522555","0.055003257874784","0.87107286903389","0.17390991565494","0.2424425647768","-0.10654571309851","0.76537189628816","0.07723654574473","0.066119901809757","0.78411791120642","0.03849682004007","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","1995","DZA","615","0","-3","0","0","0","0","0","1","0","3","3","0","0","1","1","0","1","0","1","0","1","0","1","0","1","1","1","1","1","2","1","0","0","0","military","0","0","1","0","1.78265","1.814093877","1.814093877","1.78265","0.249153865","3.799994788","1.852562047","0.18298483267426","0.69625172019005","0.16480922698975","-0.081368118524551","0.0098658204078674","0","0","0.26918825507164","0.66606694459915","0.16480922698975","0.172406845","-0.060369551","0","0.25843839637007","0.10750664677223","0.75141943560926","-0.04145408961629","0.78160881185679","-0.089464057177104","0.20468507298396","-0.037757491792837","0.77214648041741","0.0067745841292471","-0.017339752743521","0.82634084044534","0.042222929238918","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","1996","DZA","615","1","-3","0","0","0","0","0","0","0","4","4","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","1","0","2","1","0","0","0","military","0","0","1","0","1.94302","3.535616507","3.535616507","1.94302","0.362092272","4.09999847","2.303619498","0.34581781923771","0.65355750918388","0.16480922698975","0.16283298656344","-0.042694211006165","0","0","0.42244738340378","0.64104807376862","0.16480922698975","0.153259128","-0.025018871","0","0.33404128799428","0.075602891624208","0.73423967373918","-0.017179761870089","0.70208074302436","-0.079528068832434","0.29623984218218","0.09155476919822","0.74282955467422","-0.029316925743189","-0.023248343806639","0.74184477744057","-0.084496063004769","0","1","0","0","1","0","0","0","0","0"
"12","Algeria","1997","DZA","615","2","-3","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","military","0","0","1","0","-0.55723","-0.646133804","-0.646133804","-0.55723","0.349935776","1.099999938","-0.509733779","0.40686585009098","0.60736805200577","0.16480922698975","0.061048030853271","-0.046189457178116","0","0","0.39128431677818","0.57368803024292","0.16480922698975","-0.031163067","-0.067360044","0","0.36915844287436","0.035117154880081","0.6879854077026","-0.046254266036576","0.71825164608638","0.016170903062028","0.35159986543432","0.055360023252145","0.71111254072089","-0.031717013953332","-0.038985639994954","0.71016619455537","-0.031678582885203","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","1998","DZA","615","3","-3","0","0","0","0","0","0","0","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","military","0","0","1","0","3.51004","4.003033871","4.003033871","3.51004","0.343743444","5.100003609","3.543909741","0.39965954422951","0.60005947947502","0.16480922698975","-0.0072063058614731","-0.0073085725307465","0","0","0.40803477168083","0.62643092870712","0.16480922698975","0.016750455","0.052742898","0","0.33875821552409","-0.030400227350269","0.72420248728588","0.036217079583281","0.70955962659646","-0.0086920194899289","0.35395832919923","0.0023584637649058","0.70609394749424","-0.0050185932266475","0.015599243178317","0.71390563634142","0.0037394417860495","0","1","0","0","1","0","0","0","0","0"
"12","Algeria","1999","DZA","615","4","-3","1","1","0","0","0","0","0","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","military","0","0","1","0","1.71037","1.564663305","1.564663305","1.71037","0.35835372","3.200001553","1.758759476","0.49404512345791","0.60586395859718","0.16480922698975","0.094385579228401","0.0058044791221619","0","0","0.58005547523499","0.58529698848724","0.16480922698975","0.172020704","-0.04113394","0","0.43271263432336","0.093954418799268","0.69595695604098","-0.0282455312449","0.6202959429142","-0.089263683682256","0.38573542492373","0.031777095724499","0.71007972166343","0.0039857741691905","-0.012129878537855","0.66492778475533","-0.048977851586093","0","1","0","0","1","0","0","0","0","0"
"12","Algeria","2000","DZA","615","5","-3","0","0","0","0","0","0","0","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","military","0","0","1","0","0.70577","0.532854386","0.532854386","0.70577","0.341204658","2.200000692","0.832991867","0.50307953357697","0.49861362576485","0.16480922698975","0.0090344101190567","-0.10725033283234","0","0","0.42610359191895","0.41193026304245","0.16480922698975","-0.153951883","-0.173366725","0","0.49510563764897","0.062393003325606","0.57691085362042","-0.11904610242056","0.70018349092835","0.079887548014154","0.46390913598616","0.078173711062437","0.6364339048307","-0.07364581683273","-0.096345959626645","0.66023971692128","-0.0046880678340513","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","2001","DZA","615","6","-3","0","0","0","0","0","0","0","9","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","military","0","0","1","0","1.24841","1.510934595","1.510934595","1.24841","0.341204658","4.612523744","3.265847353","0.4736479818821","0.44962444901466","0.16480922698975","-0.02943155169487","-0.048989176750183","0","0","0.52119237184525","0.48731863498688","0.16480922698975","0.09508878","0.075388372","0","0.47865523926914","-0.016450398379826","0.62867794920805","0.051767095587633","0.65084073974956","-0.049342751178791","0.48688043845905","0.02297130247289","0.60279440141424","-0.033639503416464","0.0090637960855845","0.67551211533896","0.015272398417681","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","2002","DZA","615","7","-3","0","0","0","0","0","0","0","10","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","military","0","0","1","0","3.21725","3.689399681","3.689399681","3.21725","0.347189175","5.599999981","4.279382159","0.39926293492317","0.38727012276649","0.16480922698975","-0.074385046958923","-0.062354326248169","0","0","0.2773334980011","0.28722161054611","0.16480922698975","-0.243858874","-0.200097024","0","0.52555452954701","0.046899290277868","0.4912768948563","-0.13740105435175","0.77738214394213","0.12654140419256","0.50210488440808","0.015224445949021","0.55997742203218","-0.042816979382057","-0.090109016866902","0.71411144184584","0.038599326506887","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","2003","DZA","615","8","-3","0","0","0","0","0","0","0","11","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","military","0","0","1","0","5.38987","5.693458811","5.693458811","5.38987","0.354979147","7.200000018","5.861446371","0.22776687145233","0.43088409304619","0.16480922698975","-0.17149606347084","0.043613970279694","0","0","0.17820024490356","0.57454657554626","0.16480922698975","-0.099133253","0.287324965","0","0.28768787381424","-0.23786665573277","0.68857494685351","0.1972980519972","0.82882362257848","0.051441478636353","0.40662120168062","-0.095483682727452","0.58992592085491","0.029948498822728","0.11362327540997","0.8031028832603","0.088991441414458","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","2004","DZA","615","0","2","0","0","0","0","0","0","0","12","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","military","0","0","1","0","3.65873","3.789386878","3.789386878","3.65873","0.353492329","4.300000003","2.95771839","0.24033130705357","0.48679982125759","0.16480922698975","0.012564435601234","0.055915728211403","0","0","0.30246236920357","0.39905306696892","0.16480922698975","0.124262124","-0.175493509","0","0.4571542032679","0.16946632945367","0.5680684416828","-0.12050650517071","0.76434245997407","-0.064481162604411","0.37242103854107","-0.034200163139553","0.62832169426815","0.038395773413247","-0.041055365878732","0.79658304127627","-0.0065198419840294","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","2005","DZA","615","1","2","0","0","0","0","0","0","0","13","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","military","0","0","1","0","3.60985","3.927198923","3.927198923","3.60985","0.353742942","5.900000002","4.465430208","0.34120713174343","0.43210433423519","0.16480922698975","0.10087582468987","-0.0546954870224","0","0","0.37995189428329","0.46515560150146","0.16480922698975","0.077489525","0.066102535","0","0.44049580627036","-0.016658396997541","0.61345921131308","0.045390769630277","0.72413218113849","-0.04021027883558","0.44882500476913","0.076403966228062","0.59076382649794","-0.037557867770217","0.0039164509300302","0.74423732055628","-0.052345720719996","0","0","1","0","1","0","0","0","0","0"
"12","Algeria","2006","DZA","615","2","2","0","0","0","0","0","0","0","14","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","military","0","0","1","0","0.46364","0.244283871","0.244283871","0.46364","0.350119277","1.699999998","0.249228899","0.39118221402168","0.330027975142","0.16480922698975","0.049975082278252","-0.10207635909319","0","0","0.40241253376007","0.19490034878254","0.16480922698975","0.022460639","-0.270255253","0","0.63736653104761","0.19687072477725","0.4278824553795","-0.18557675593357","0.71247707581609","-0.011655105322394","0.53893116865899","0.090106163889853","0.52067083334629","-0.070092993151649","-0.12783487454261","0.71830462847729","-0.025932692078987","0","0","1","0","1","0","0","0","0","0"
