"ccode","cname","year","ccodealp","ccodecow","p_durable","p_polity2_onset","d_p_polity2","arch_exit_any","arch_exit_reg","arch_exit_irreg","regime_change","regime_change_year","prevrc","democratization","duration","twincrisis","twincrisis2","triplecrisis","twincrisis_any","wr_regtype","military","personal","party","wr_monarchy","gwf_regimetype","gwf_party","gwf_personal","gwf_military","gwf_monarch","gdppcgr_onset","d_gdppcgr_max","d_gdppcgr_total","d_gdppcgr","vdem_index","ers_onset","mi_onset","kaopen_onset","d_ers","d_mi","d_kaopen","ers_mi_onset","d_ers_mi","mi_kaopen_onset","d_mi_kaopen","ers_kaopen_onset","d_ers_kaopen","ers_mi_policy","mi_kaopen_policy","ers_kaopen_policy","latam","mideast","africa","asia","southeastasia","europe","exussr","time","time2"
"364","Iran","1993","IRN","630","11","-6","0","0","0","0","0","","0","0","14","0","1","0","1","6","0","0","1","0","","1","0","0","0","1.21664","-2.80739","-2.80739","-2.80739","0.193049636","0.33479809761047","","0","-0.323829176","","0","","","","","0.82696548724228","0.16803898907387","","","","0","1","0","0","0","0","0","1","1"
"364","Iran","2000","IRN","630","3","3","0","0","0","0","0","","0","0","21","0","0","0","0","6","0","0","1","0","","1","0","0","0","0.65567","3.87525","3.87525","3.87525","0.285154341","0.67411708831787","","0","-0.557246722","","0","","","","","0.65088864051346","0.28916225851271","","","","0","1","0","0","0","0","0","1","1"
"400","Jordan","1989","JOR","663","0","-9","5","0","0","0","0","","0","0","43","1","1","1","1","4","0","0","0","1","monarchy","0","0","0","1","-4.30052","-13.62088","-13.62088","-13.62088","0.139580839","0.18349525332451","0.63357865810394","0.16480922698975","0.078997612","0.024577737","0","0.24855688162626","0.012853417211128","0.72911063401164","0.016876847453548","0.82607597681831","-0.040992843904735","0","1","0","0","1","0","0","0","0","0","1","1"
"398","Kazakhstan","1999","KAZ","705","8","-4","0","0","0","0","0","","0","0","8","0","0","0","0","10","0","1","0","0","personal","0","1","0","0","-0.58969","3.55843","3.55843","3.55843","0.305988846","0.56994438171387","0.9679080247879","0.16480922698975","-0.457939006","-0.01661098","0","0.16222600602384","-0.16222600602384","0.95868529965954","-0.011406297404215","0.62554271516372","0.2376302489609","0","0","1","0","0","0","0","0","0","1","1","1"
"404","Kenya","1976","KEN","501","7","-7","0","0","0","0","0","","0","0","13","0","0","0","0","6","0","0","1","0","party-based","1","0","0","0","-4.03381","0.16632","0.16632","0.16632","0.230012122","1","0.33568859100342","0.16480922698975","-0.343873143","0.189555049","0","0.7660520291513","-0.26261551053657","0.52455782062065","0.13016217335164","0.402381503267","0.17844005312661","0","0","1","0","0","1","0","0","0","0","1","1"
"404","Kenya","1981-1982","KEN","501","12","-6","-1","0","0","0","0","","0","0","18","0","0","0","0","6","0","0","1","0","party-based","1","0","0","0","1.44699","-1.65703","0.30506817427208","0.15253408713604","0.228409489","0.36810076236725","0.78691875934601","0.16480922698975","-0.18437574803829","-0.29684615135193","0","0.21175485899407","0.14278024502252","0.8344050112966","-0.20383598551755","0.73028188096399","0.095674870009985","1","0","0","0","0","1","0","0","0","0","1","2"
"404","Kenya","1989","KEN","501","20","-7","0","0","0","0","0","","0","0","26","0","0","0","0","6","0","0","1","0","party-based","1","0","0","0","2.53387","1.23966","1.23966","1.23966","0.196013808","0.37507885694504","0.41152161359787","0.16480922698975","-0.044639796","0.252857089","0","0.47602491183857","-0.19316330334533","0.57663024542696","0.17362992144374","0.72666086085288","0.023164145647101","0","1","0","0","0","1","0","0","0","0","1","1"
"404","Kenya","1991-1993","KEN","501","22","-7","2","0","0","0","0","","0","0","28","1","1","1","1","6","0","0","1","0","party-based","1","0","0","0","1.08387","-4.66215","-9.4744109892524","-3.1581369964175","0.215366333","0.43548446893692","0.66185349225998","0.16480922698975","-0.33909057080746","-0.14044314622879","-0.16480922698975","0.32448957493703","-0.10316505259689","0.7485261752248","-0.038413184484794","0.69531563710905","0.25536075592135","0","0","1","0","0","1","0","0","0","0","1","3"
"404","Kenya","1999","KEN","501","2","-2","0","0","0","0","0","","0","0","36","0","1","0","1","6","0","0","1","0","party-based","1","0","0","0","0.94234","0.0551","0.0551","0.0551","0.405494058","0.25447636842728","0.15761302411556","0.69698959589005","0.044214755","0.147639319","0","0.60720628553991","-0.086111824583171","0.21491087046578","0.10137980908201","0.53284703671945","-0.022943586727345","0","1","0","0","0","1","0","0","0","0","1","1"
"410","Korea, South","1962-1963","KOR","732","1","-7","10","0","0","0","0","","1","0","1","0","0","0","0","2","1","0","0","0","military","0","0","1","0","1.6473073963795","-0.11335","5.529260745861","2.7646303729305","0.23410","1","","","0","","","","","","","","","","","","0","0","0","1","0","0","0","1","2"
"410","Korea, South","1966","KOR","732","3","3","0","0","0","0","0","","0","0","5","0","0","0","0","2","1","0","0","0","military","0","0","1","0","3.3594","9.2598","9.2598","9.2598","0.318967027","1","0.36529290676117","","0","0.01083073","","0.74542020017198","-0.0075481485548319","","","","","","","","0","0","0","1","0","0","0","1","1"
"410","Korea, South","1970","KOR","732","7","3","0","0","0","0","0","","0","0","9","0","0","0","0","2","1","0","0","0","military","0","0","1","0","12.58009","6.24144","6.24144","6.24144","0.312911894","0.45250365138054","0.64214062690735","","0.437085062","-0.00248909","","0.34468718288585","0.16762247996184","","","","","","","","0","0","0","1","0","0","0","1","1"
"410","Korea, South","1975","KOR","732","3","-8","0","0","0","0","0","","0","0","14","0","0","0","0","2","1","0","0","0","military","0","0","1","0","6.76243","4.85709","4.85709","4.85709","0.220902992","1","0.58341437578201","0.16480922698975","0","0","0","0.59340706525003","0","0.69466421832358","0","0.402381503267","0","1","1","1","0","0","0","1","0","0","0","1","1"
"410","Korea, South","1979-1980","KOR","732","7","-8","0","1","0","1","0","","0","0","18","0","0","0","0","2","1","0","0","0","military","0","0","1","0","7.66499","-4.19013","1.2349796554459","0.61748982772294","0.215879352","1","0.33789867162704","0.41280457377434","-0.83318688","0.05606535077095","0","0.76451178056625","-0.35529415806161","0.43876245316371","0.038498515058176","0.28290132739923","0.43235103999653","0","0","1","0","0","0","1","0","0","0","1","2"
"417","Kyrgyzstan","1997","KGZ","703","6","-3","0","0","0","0","0","","0","0","6","1","0","0","1","10","0","1","0","0","personal","0","1","0","0","5.58892","8.41133","8.41133","8.41133","0.309554758","0.13174624741077","0.71682572364807","","0.236183777","0.073027909","","0.17089996130189","0.038744726641887","","","","","","","","0","0","0","0","0","0","1","1","1"
"418","Laos","1978","LAO","812","3","-7","0","0","0","0","0","","1","0","3","0","0","0","0","6","0","0","1","0","party-based","1","0","0","0","2.03852","1.82619","1.82619","1.82619","0.071011551","1","","","0","","","","","","","","","","","","0","0","0","0","1","0","0","1","1"
"418","Laos","1986","LAO","812","11","-7","0","0","0","0","0","","0","0","11","0","0","0","0","6","0","0","1","0","party-based","1","0","0","0","0.83171","0.22946","0.22946","0.22946","0.07070829","1","0.57091403007507","0","0","0","0","0.60211880163733","0","0.74410579198698","0","0.48178394238805","0","1","1","1","0","0","0","0","1","0","0","1","1"
"418","Laos","1997","LAO","812","22","-7","0","0","0","0","0","","0","0","22","0","0","0","0","6","0","0","1","0","party-based","1","0","0","0","-0.18308","2.61409","2.61409","2.61409","0.094605184","0.60162681341171","0.38828203082085","0.41280457377434","-0.515473485","0.067528516","-0.164809197","0.57820324095458","-0.24270065095748","0.47335930283881","0.10439515388644","0.489622131235","0.34688803062485","0","0","1","0","0","0","0","1","0","0","1","1"
"426","Lesotho","1985","LSO","570","15","-7","0","1","0","1","1","1986","0","0","15","0","0","0","0","6","0","0","1","0","party-based","1","0","0","0","5.8001","0.9314","0.9314","0.9314","0.13586578","1","0.20896787941456","0.41280457377434","0","-0.139240883","-0.164809197","0.85436618141993","0.15828089654081","0.35022926863529","-0.037587634498704","0.28290132739923","0.079402424762766","1","0","0","0","0","1","0","0","0","0","1","1"
"434","Libya","2002","LBY","620","51","-7","0","0","0","0","0","","0","0","33","0","0","0","0","10","0","1","0","0","personal","0","1","0","0","3.37031","-1.02062","-1.02062","-1.02062","0.076323826","0.17943854629993","0.5","0.16480922698975","-0.133586414","0","0","0.34011082120492","-0.050700323961599","0.63738588941002","0","0.82818105257461","0.069319652642412","0","0","1","0","1","0","0","0","0","0","1","1"
"450","Madagascar","1984-1987","MDG","580","9","-6","0","0","0","0","0","","0","0","9","1","1","1","1","10","0","1","0","0","personal","0","1","0","0","-2.04313","-6.40718","-9.8080518885994","-2.4520129721498","0.203095749","0.22274520993233","0.70757937431335","0.16480922698975","-0.15452895313501","-0.32013031840324","0","0.21188094538557","0.23787638468607","0.77992486504969","-0.21982457461074","0.80570868591207","0.047540561183453","1","0","0","0","0","1","0","0","0","0","1","4"
"454","Malawi","1994","MWI","553","0","-8","14","1","1","0","1","1994","0","1","30","0","0","0","0","10","0","1","0","0","personal","0","1","0","0","7.7532","-8.79554","-8.79554","-8.79554","0.279751285","0.35538524389267","0.52937376499176","0.16480922698975","-0.302186739","-0.256406814","0","0.38641707622855","0.064005394858551","0.65755603582488","-0.1760674186225","0.73688012173106","0.15680845909207","0","0","1","0","0","1","0","0","0","0","1","1"
"458","Malaysia (1966-)","1997-1998","MYS","820","26","3","0","0","0","0","0","","0","0","40","1","0","0","1","6","0","0","1","0","party-based","1","0","0","0","7.27184","-9.76252","-5.6448987480427","-2.8224493740214","0.282760039","0.5804877281189","0.53518605232239","0.65521293878555","-0.48134275525808","-0.176289499","-0.12120419740677","0.46779998356223","-0.1319794599607","0.48888827187987","-0.099716614483617","0.38380300788311","0.30816898154395","0","0","1","0","0","0","0","1","0","0","1","2"
"478","Mauritania","1993","MRT","435","31","-6","0","0","0","0","0","","0","0","15","0","1","0","1","10","0","1","0","0","personal","0","1","0","0","-1.75433","1.69536","1.69536","1.69536","0.225517285","0.083925403654575","0.59404706954956","0","0.248680018","0","0.164809227","0.23831727402625","0.094382033900396","0.75999060598178","-0.058025212948871","0.95714644997009","-0.20844559495207","1","0","0","0","0","1","0","0","0","0","1","1"
"484","Mexico","1976-1977","MEX","70","46","-6","3","1","1","0","0","","0","0","61","0","","0","0","6","0","0","1","0","party-based","1","0","0","0","2.90371","0.9441","2.6158239308097","1.3079119654048","0.286738783","1","","1","-0.941889618","","0","","","","","0","0.48875824334642","","","","1","0","0","0","0","0","0","1","2"
"484","Mexico","1982-1987","MEX","70","5","-3","3","1","1","0","0","","0","0","67","1","1","1","1","6","0","0","1","0","party-based","1","0","0","0","6.27241","-6.54232","-13.382688423938","-2.2304480706563","0.340271015","0.78156048059464","0.59242582321167","1","-0.739133548","0.18431562185287","-1","0.50422201468928","-0.39026849747174","0.40680231483693","0.47863943111082","0.11335098485844","0.77398156089621","0","0","1","1","0","0","0","0","0","0","1","6"
"484","Mexico","1989","MEX","70","1","0","0","0","0","0","0","","0","0","74","0","1","0","1","6","0","0","1","0","party-based","1","0","0","0","-0.80892","2.21722","2.21722","2.21722","0.393175565","0.56380760669708","0.41830548644066","0.24799537658691","0.36170733","-0.121133626","0","0.54292570458999","0.22169992214311","0.55200077617149","-0.083179087288664","0.58864941298032","-0.18769443445625","1","0","0","1","0","0","0","0","0","0","1","1"
"484","Mexico","1994-1995","MEX","70","0","4","0","1","1","0","0","","0","0","79","1","0","0","1","6","0","0","1","0","party-based","1","0","0","0","0.08971","-7.72527","-5.3269578862336","-2.6634789431168","0.514781262","0.76366591453552","0.4898094534874","0.69698959589005","-0.689034298","-0.28471232950687","0","0.56894581666702","-0.089416972575396","0.4430209074598","-0.19550402796103","0.26862224494135","0.35754847153674","0","0","1","1","0","0","0","0","0","0","1","2"
"484","Mexico","1998","MEX","70","1","6","0","0","0","0","0","","0","0","83","1","0","0","1","6","0","0","1","0","party-based","1","0","0","0","5.10566","5.10566","5.10566","5.10566","0.604566249","0.40784415602684","0.62588238716125","0.69698959589005","-0.190075636","0.192780435","0","0.33906816015133","-0.20649226415647","0.53645840163433","0.13237695619482","0.453262583241","0.098632612755451","0","1","0","1","0","0","0","0","0","0","1","1"
"504","Morocco","1981-1982","MAR","600","16","-8","0","0","0","0","0","","0","0","25","1","1","1","1","4","0","0","0","1","monarchy","0","0","0","1","7.07924","-4.523","2.8510225360591","1.4255112680296","0.185591233","0.54318070411682","0.62544482946396","0","-0.24229010939598","0.142956495","0","0.39073765856147","-0.14873947989046","0.78155057334551","0.098164244238469","0.71883315963433","0.12572735279887","0","0","1","0","1","0","0","0","0","0","1","2"
"504","Morocco","1985","MAR","600","20","-8","0","0","0","0","0","","0","0","29","1","1","1","1","4","0","0","0","1","monarchy","0","0","0","1","1.42207","3.49114","3.49114","3.49114","0.187025488","0.3456791639328","0.65552645921707","0","-0.055251211","-0.138238251","0","0.29481501811019","0.075371347131737","0.80220679077927","-0.094924357425999","0.82131916652475","0.028670540890925","1","0","0","0","1","0","0","0","0","0","1","1"
"508","Mozambique","1987","MOZ","541","12","-7","0","0","0","0","0","","0","0","12","1","0","0","1","6","0","0","1","0","party-based","1","0","0","0","0.85232","5.59431","5.59431","5.59431","0.086275479","0.46936443448067","","","-0.449596925","","","","","","","","","","","","0","0","1","0","0","0","0","1","1"
"104","Myanmar","1975","MMR","775","12","-6","0","0","0","0","0","","0","0","13","0","0","0","0","3","1","1","0","0","military-personal","0","0","1","0","3.29923","2.30883","2.30883","2.30883","0.084686627","1","","0.16480922698975","-0.883209445","","0","","","","","0.402381503267","0.45830837136166","","","","0","0","0","0","1","0","0","1","1"
"104","Myanmar","1990","MMR","775","27","-6","1","0","0","0","0","","1","0","2","0","0","0","0","2","1","0","0","0","military","0","0","1","0","2.28703","1.45088","1.45088","1.45088","0.100089483","0.29728198051453","0.57310557365417","0.16480922698975","0.139160335","0","0","0.33388747008693","0.052815805520336","0.68758545098345","0","0.76703062812904","-0.072212029561624","1","0","0","0","0","0","0","1","0","0","1","1"
"104","Myanmar","1996","MMR","775","33","-7","0","0","0","0","0","","0","0","8","0","0","0","0","2","1","0","0","0","military","0","0","1","0","5.0607","4.69892","4.69892","4.69892","0.109197162","0.33457478880882","0.56681174039841","0.16480922698975","0.155986011","0","-0.164809227","0.35242758159216","0.059201688603134","0.68326365095832","0.058025212948871","0.74767892583724","-0.0015406430754709","1","0","0","0","0","0","0","1","0","0","1","1"
"104","Myanmar","2001","MMR","775","38","-7","0","0","0","0","0","","0","0","13","0","1","0","1","2","1","0","0","0","military","0","0","1","0","12.17015","9.85681","9.85681","9.85681","0.107871556","0.27384147047997","0.73819154500961","0","0.182920307","-0.089762449","0","0.20993939038832","0.13198133032534","0.85897060312339","-0.0616373741919","0.85859663959832","-0.094919623502862","1","0","0","0","0","0","0","1","0","0","1","1"
"524","Nepal","1984","NPL","790","3","-2","0","0","0","0","0","","0","0","33","0","0","0","0","4","0","0","0","1","monarchy","0","0","0","1","-5.29157","6.95859","6.95859","6.95859","0.132625397","0.48120808601379","0.5","0.16480922698975","0.056059182","0","0","0.45464202949905","0.021276255453246","0.63738588941002","0","0.67158908322786","-0.029089806973765","1","0","0","0","0","0","1","0","0","0","1","1"
"558","Nicaragua","1979","NIC","93","0","-8","8","1","0","1","1","1979","0","0","43","0","1","0","1","10","0","1","0","0","personal","0","1","0","0","-9.77923","-28.80475","-28.80475","-28.80475","0.182678172","1","","0.24240835011005","0","","-0.060602084","","","","","0.36499549180424","0.029197110851166","","","","1","0","0","0","0","0","0","1","1"
"558","Nicaragua","1985-1986","NIC","93","1","-1","0","0","0","0","0","","0","0","6","0","1","0","1","6","0","0","1","0","party-based","1","0","0","0","-4.34571","-6.24268","-10.215932548982","-5.1079662744909","0.247943487","1","","0","0","","0","","","","","0.48178394238805","0","","","","1","0","0","0","0","0","0","1","2"
"558","Nicaragua","1988-1990","NIC","93","4","-1","7","1","1","0","1","1990","0","1","9","1","1","1","1","6","0","0","1","0","party-based","1","0","0","0","-3.09592","-13.39884","-20.326969740858","-6.7756565802859","0.425625145","1","","0","-0.993108694","","0.16480922698975","","","","","0.48178394238805","0.51533645968858","","","","1","0","0","0","0","0","0","1","3"
"566","Nigeria","1973","NGA","475","7","-7","0","0","0","0","0","","0","0","7","0","0","0","0","2","1","0","0","0","military","0","0","1","0","0.76246","5.43454","5.43454","5.43454","0.186495579","1","0.5","0.16480922698975","0","0","0","0.65154018170621","0","0.63738588941002","0","0.402381503267","0","1","1","1","0","0","1","0","0","0","0","1","1"
"566","Nigeria","1985-1990","NGA","475","1","-7","2","1","0","1","0","","1","0","2","0","1","0","1","2","1","0","0","0","military","0","0","1","0","-6.27156","-3.30273","16.05501584038","2.6758359733967","0.209530583","0.50099897384644","0.5","0.16480922698975","-0.46373483911157","0.21742355823517","-0.16480922698975","0.46215330548414","-0.23951665762436","0.63738588941002","0.20732391554534","0.66131934525572","0.28650911281282","0","0","1","0","0","1","0","0","0","0","1","6"
"566","Nigeria","1992","NGA","475","8","-5","0","1","1","1","1","1993","0","0","9","1","1","1","1","2","1","0","0","0","military","0","0","1","0","-3.15348","-2.11522","-2.11522","-2.11522","0.222556768","0.13005377352238","0.73942840099335","0","-0.071630951","0.048573256","0","0.15450536355706","-0.061037896393053","0.85981991768327","0.033353901903339","0.93320986482898","0.037170191851009","0","0","1","0","0","1","0","0","0","0","1","1"
"566","Nigeria","1997","NGA","475","13","-6","0","1","1","0","0","","0","0","4","0","0","0","0","3","1","1","0","0","military-personal","0","0","1","0","2.42518","0.31646","0.31646","0.31646","0.205929482","1","0.49109843373299","0","0","0.160239905","0.060602106","0.65774385803407","-0.11167433644232","0.68929864469548","0.088695792334373","0.48178394238805","-0.029197121619876","0","1","0","0","0","1","0","0","0","0","1","1"
"566","Nigeria","1999","NGA","475","0","-1","5","1","1","0","1","1999","0","1","6","0","0","0","0","3","1","1","0","0","military-personal","0","0","1","0","0.26002","-1.95032","-1.95032","-1.95032","0.250306704","1","0.62164795398712","0.22541129589081","-0.97502993","0.110492527","0.060602099","0.56676133382188","-0.44705950833653","0.69958167673239","0.054535656108612","0.37318439959498","0.47675804606435","0","0","1","0","0","1","0","0","0","0","1","1"
"600","Paraguay","1984-1986","PRY","150","30","-8","0","0","0","0","0","","0","0","30","0","1","0","1","8","1","1","1","0","party-personal-military","1","0","0","0","-5.73374","-2.98308","-1.789213187881","-0.59640439596033","0.168043944","1","","0.12120418250561","-0.928744122","","0","","","","","0.42338971350658","0.48193688230277","","","","1","0","0","0","0","0","0","1","3"
"600","Paraguay","1989","PRY","150","0","-8","10","1","0","1","0","","0","0","35","0","1","0","1","8","1","1","1","0","party-personal-military","1","0","0","0","3.44395","2.83408","2.83408","2.83408","0.173976875","1","","0","-0.945217516","","0.164809227","","","","","0.48178394238805","0.41108269226306","","","","1","0","0","0","0","0","0","1","1"
"600","Paraguay","1992-1993","PRY","150","0","2","5","1","1","0","1","1993","0","1","38","0","1","0","1","8","1","1","1","0","party-personal-military","1","0","0","0","-0.387519891","-1.149358529","-0.068321777302586","-0.034160888651293","0.4333","0.34630808234215","0.55549848079681","0.16480922698975","0.178715616","0.21723067760468","0.247995347","0.36476517516482","-0.1031895150127","0.67549515064324","0.061853288564353","0.7415903738149","-0.21221793317008","0","1","0","1","0","0","0","0","0","0","1","2"
"604","Peru","1976-1980","PER","135","8","-7","14","1","1","0","1","1980","0","1","8","0","1","0","1","2","1","0","0","0","military","0","0","1","0","5.01633","-2.66142","-1.4596031957728","-0.29192063915456","0.10429057","1","0.47829404473305","0","-0.912875891","-0.28096880018711","0.42980164289474","0.66666748816264","-0.28294236655828","0.68050622734775","-0.3015829148976","0.48178394238805","0.47370265943477","0","0","1","1","0","0","0","0","0","0","1","5"
"604","Peru","1993","PER","135","0","-3","4","0","0","0","0","","1","0","1","0","1","0","1","10","0","1","0","0","personal","0","1","0","0","-2.493262975","2.6155721552024","2.6155721552024","2.6155721552024","0.30280","0.19101703166962","0.43483644723892","0.69698959589005","0.156279504","0.089648545","0.060602069","0.38991898685864","-0.0047242917899304","0.40527247496544","0.04022268414989","0.56577687624448","-0.110292483179","0","1","0","1","0","0","0","0","0","0","1","1"
"604","Peru","1998","PER","135","5","1","0","0","0","0","0","","0","0","6","0","1","0","1","10","0","1","0","0","personal","0","1","0","0","5.10811","-2.18964","-2.18964","-2.18964","0.42262132","0.53559052944183","0.53164803981781","1","-0.00453037","0.020898759","0","0.45322576865459","-0.016284176428398","0.36506790352913","0.01435059606424","0.24098785333649","0.0023508654906343","0","1","0","1","0","0","0","0","0","0","1","1"
"608","Philippines","1983-1984","PHL","840","0","-7","1","0","0","0","0","","0","0","11","1","1","1","1","10","0","1","0","0","personal","0","1","0","0","1.01909","-9.58411","-10.093347488784","-5.0466737443922","0.188379421","0.59475368261337","0.43645861744881","0.16480922698975","-0.47909031808376","-0.18488368391991","0","0.54201945837319","-0.086662737138381","0.593753791522","-0.12695447707945","0.61266886020257","0.24860592780449","0","0","1","0","0","0","0","1","0","0","1","2"
"642","Romania","1973","ROU","360","24","-7","0","0","0","0","0","","0","0","28","0","0","0","0","9","0","1","1","0","party-personal","1","0","0","0","5.43866","2.36996","2.36996","2.36996","0.189091399","1","","","0","","","","","","","","","","","","0","0","0","0","0","1","0","1","1"
"642","Romania","1983","ROU","360","34","-8","0","0","0","0","0","","0","0","38","0","1","0","1","9","0","1","1","0","party-personal","1","0","0","0","-0.36367","-1.11306","-1.11306","-1.11306","0.189254148","1","","0","-0.754401833","","0","","","","","0.48178394238805","0.39146849874887","","","","0","0","0","0","0","1","0","1","1"
"643","Russia","1995-1996","RUS","365","3","3","0","0","0","0","0","","1","0","2","0","1","0","1","10","0","1","0","0","personal","0","1","0","0","-12.778171704484","-4.18779","-7.5442850811694","-3.7721425405847","0.55906","","","","","","","","","","","","","","","","0","0","0","0","0","0","1","1","2"
"643","Russia","1998-1999","RUS","365","6","3","0","1","1","0","0","","0","0","5","1","1","1","1","10","0","1","0","0","personal","0","1","0","0","1.53372","-5.2051","1.1265903094078","0.56329515470391","0.545684836","0.76503026485443","0.5445881485939","0.41280457377434","-0.718579385","0.11144888401031","-0.41280457377434","0.53128728303719","-0.3082210639812","0.58069036107753","0.22186702622817","0.40483004690557","0.45801514329368","0","0","1","0","0","0","0","0","0","1","1","2"
"643","Russia","2008","RUS","365","8","4","0","0","0","0","0","","0","0","15","1","0","0","1","10","0","1","0","0","personal","0","1","0","0","8.75946","5.28352","5.28352","5.28352","0.337398313","0.47524937987328","0.7036172747612","0.41280457377434","-0.218647897","0.004989326","0","0.31047563248653","-0.086461041221328","0.68989123334983","0.0034260312208549","0.55520095412593","0.11345911471168","0","0","1","0","0","0","0","0","0","1","1","1"
"646","Rwanda","1991","RWA","517","30","-7","0","0","0","0","0","","0","0","18","0","0","0","0","3","1","1","0","0","military-personal","0","0","1","0","-3.22686","-6.17938","-6.17938","-6.17938","0.242731878","0.062131803482771","0.65023070573807","0.16480922698975","0.24563979","-0.142892718","0","0.19089042523168","0.19281291127716","0.7405451313933","-0.098120450369304","0.88905298117552","-0.12746554366929","1","0","0","0","0","1","0","0","0","0","1","1"
"686","Senegal","1994","SEN","433","16","-1","0","0","0","0","0","","0","0","34","0","0","0","0","6","0","0","1","0","party-based","1","0","0","0","-1.26654","-2.52896","-2.52896","-2.52896","0.667436005","1","0.40186539292336","0.41280457377434","0","0.098134607","0","0.71993211640673","-0.068391934700521","0.48268661932311","0.067386301812385","0.28290132739923","0","0","1","0","0","0","1","0","0","0","0","1","1"
"694","Sierra Leone","1983","SLE","451","12","-7","0","0","0","0","0","","0","0","15","0","0","0","0","6","0","0","1","0","party-based","1","0","0","0","-0.3543","-3.47145","-3.47145","-3.47145","0.188774106","0.36053270101547","0.34144231677055","0","-0.311385825","0","0.164809227","0.51934381771654","-0.11818089674784","0.5865339568232","-0.058025212948872","0.81361148129666","0.082179540468165","0","0","1","0","0","1","0","0","0","0","1","1"
"694","Sierra Leone","1989-1991","SLE","451","18","-7","1","1","0","1","1","1992","0","0","21","1","0","0","1","6","0","0","1","0","party-based","1","0","0","0","0.30814","-10.40556","-10.46360492403","-3.4878683080099","0.198290799","0.10218462347984","0.70290350914001","0.41280457377434","-0.050640657544136","-0.17465537786484","0","0.16938304261198","0.13953953055154","0.68940111037481","-0.11993098415082","0.74878889859808","0.026278067366805","1","0","0","0","0","1","0","0","0","0","1","3"
"694","Sierra Leone","1998","SLE","451","0","0","0","1","0","1","1","1998","1","1","1","0","1","0","1","10","0","1","0","0","personal","0","1","0","0","-20.11354","-2.82494","-2.82494","-2.82494","0.511792114","0.10037440061569","0.73715597391129","0.16480922698975","0.041956827","-0.054305196","0","0.14482478973921","0.053770317387167","0.80023429234003","-0.037289865662458","0.86920842163629","-0.02177191965984","1","0","0","0","0","1","0","0","0","0","1","1"
"710","South Africa","1967","ZAF","560","57","4","0","0","0","0","0","","0","0","57","0","0","0","0","5","0","0","1","0","oligarchy","1","0","0","0","1.563211342","4.022589156","4.022589156","4.022589156","0.222249329","1","0.330110908","","0","0.195267022","","0.769939226","-0.136085422","","","","","","","","0","0","1","0","0","0","0","1","1"
"710","South Africa","1981","ZAF","560","71","4","0","0","0","0","0","","0","0","71","0","0","0","0","5","0","0","1","0","oligarchy","1","0","0","0","3.743007941","2.060547222","2.060547222","2.060547222","0.215403974","0.591706097","0.73009634","0","-0.292696685","-0.184725761","0","0.336220907","0.017651241","0.853411851","-0.126846036","0.693652729","0.151883952","0","0","1","0","0","1","0","0","0","0","1","1"
"710","South Africa","1984-1985","ZAF","560","74","4","0","0","0","0","0","","0","0","74","0","1","0","1","5","0","0","1","0","oligarchy","1","0","0","0","-4.884178532","-4.284781554","-2.563253867","-1.281626933","0.21076091","0.32413578","0.278951645","0.164809227","-0.219813846","-0.039813295","-0.164809227","0.549080997","-0.069278159","0.48559814","0.04408501","0.753095857","0.193466579","0","0","1","0","0","1","0","0","0","0","1","2"
"710","South Africa","1988","ZAF","560","78","4","0","1","1","0","0","","0","0","78","0","1","0","1","5","0","0","1","0","oligarchy","1","0","0","0","-0.369023271","1.711189021","1.711189021","1.711189021","0.207900936","0.306696802","0.326882273","0","-0.085214451","0.246195525","0","0.50905855","-0.20392011","0.57653598","0.169055611","0.841547599","0.044218839","0","1","0","0","0","1","0","0","0","0","1","1"
"724","Spain","1967","ESP","230","28","-7","0","0","0","0","0","","0","0","28","0","0","0","0","10","0","1","0","0","personal","0","1","0","0","6.24745","5.42234","5.42234","5.42234","0.085357672","1","0.56393724679947","","-0.818251774","0","","0.60698105890231","-0.31055276295035","","","","","","","","0","0","0","0","0","1","0","1","1"
"144","Sri Lanka","1980","LKA","780","32","6","0","0","0","0","0","","1","0","2","0","1","0","1","6","0","0","1","0","party-based","1","0","0","0","4.476685126","3.638196541","3.638196541","3.638196541","0.59327","0.66692471504211","0.42713549733162","0.41280457377434","-0.280824006","-0.054353952","-0.247995347","0.57590814285072","-0.06870137029548","0.50003889629464","0.049989622813025","0.45573823751859","0.26520324692073","0","0","1","0","0","0","1","0","0","0","1","1"
"144","Sri Lanka","1983","LKA","780","35","5","0","0","0","0","0","","0","0","5","0","1","0","1","6","0","0","1","0","party-based","1","0","0","0","3.317547956","3.733437345","3.733437345","3.733437345","0.54599","0.70281380414963","0.45509642362595","0.16480922698975","-0.39879176","0.104893744","0","0.57004268337571","-0.22445675927348","0.60655185399544","0.072027612902606","0.55659511844833","0.20693800689481","0","0","1","0","0","0","1","0","0","0","1","1"
"144","Sri Lanka","1989","LKA","780","41","5","0","1","1","0","0","","0","0","11","1","0","0","1","6","0","0","1","0","party-based","1","0","0","0","1.183503545","1.223244033","1.223244033","1.223244033","0.48423","0.52804976701736","0.49320644140244","0.16480922698975","-0.243682295","0.052286804","0","0.47715451252404","-0.12892493822954","0.63272094190911","0.035903892025466","0.64728235206203","0.1264497752766","0","0","1","0","0","0","1","0","0","0","1","1"
